item_number,name,description,brand,unit,cost_price,list_price,sale_price,product_status,barcode,metadata_json
1952M-22,BAHCO 22mm梅開扳手,BAHCO 22mm梅開扳手,Unknown,支,167,420,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
1952M-23,BAHCO 23mm梅開扳手,BAHCO 23mm梅開扳手,Unknown,支,353,890,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
1952M-24,BAHCO 24mm梅開扳手,BAHCO 24mm梅開扳手,Unknown,支,299,750,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
1952M-6,BAHCO 6mm梅開扳手,BAHCO 6mm梅開扳手,Unknown,支,121,310,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
1952M-7,BAHCO 7mm梅開扳手,BAHCO 7mm梅開扳手,Unknown,支,60,150,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
1952M-8,BAHCO 8mm梅開扳手,BAHCO 8mm梅開扳手,Unknown,支,98,250,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
1952M-9,BAHCO 9mm梅開扳手,BAHCO 9mm梅開扳手,Unknown,支,107,270,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
196ACF,"Snap-on 8"" 尖嘴鉗 有切口","Snap-on 8"" 尖嘴鉗 有切口",Unknown,支,0,2650,0,active,196ACF,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 12, 'supplier': ''}"
198,Muc-Off 桌上型展架,Muc-Off 桌上型展架,Unknown,件,1009,0,0,active,,"{'category': 'Muc-Off其他', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
199,Muc-Off 人身部品清潔慕斯 400ml,Muc-Off 人身部品清潔慕斯 400ml,Unknown,瓶,129,399,339,active,5037835199000,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 155, 'supplier': ''}"
1RM-10,BAHCO 10mm棘輪開口扳手,BAHCO 10mm棘輪開口扳手,Unknown,支,326,820,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
1RM-11,BAHCO 11mm棘輪開口扳手,BAHCO 11mm棘輪開口扳手,Unknown,支,347,870,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
1RM-12,BAHCO 12mm棘輪開口扳手,BAHCO 12mm棘輪開口扳手,Unknown,支,416,1040,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
1RM-13,BAHCO 13mm棘輪開口扳手,BAHCO 13mm棘輪開口扳手,Unknown,支,430,1080,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
1RM-14,BAHCO 14mm棘輪開口扳手,BAHCO 14mm棘輪開口扳手,Unknown,支,401,1010,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
1RM-15,BAHCO 15mm棘輪開口扳手,BAHCO 15mm棘輪開口扳手,Unknown,支,242,610,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
1RM-16,BAHCO 16mm棘輪開口扳手,BAHCO 16mm棘輪開口扳手,Unknown,支,503,1260,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
1RM-17,BAHCO 17mm棘輪開口扳手,BAHCO 17mm棘輪開口扳手,Unknown,支,508,1270,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
1RM-18,BAHCO 18mm棘輪開口扳手,BAHCO 18mm棘輪開口扳手,Unknown,支,549,1380,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
1RM-19,BAHCO 19mm棘輪開口扳手,BAHCO 19mm棘輪開口扳手,Unknown,支,482,1210,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
1RM-8,BAHCO 8mm棘輪開口扳手,BAHCO 8mm棘輪開口扳手,Unknown,支,302,760,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
1RM-9,BAHCO 9mm棘輪開口扳手,BAHCO 9mm棘輪開口扳手,Unknown,支,307,770,0,active,,"{'category': 'BAHCO 扳手系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
2-15659A,Snap-on 零件 開關組件－單相,Snap-on 零件 開關組件－單相,Unknown,件,0,0,0,active,2-15659A,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
2-Channel,美國Digi Sync  數位同步診斷儀 二缸,美國Digi Sync  數位同步診斷儀 二缸,Unknown,件,0,6500,0,active,2-Channel,"{'category': '美國Digi Sync', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
20003,Muc-Off 消光安全帽專用噴蠟 32ml,Muc-Off 消光安全帽專用噴蠟 32ml,Unknown,瓶,94,299,254,active,5037835200034,"{'category': 'Muc-Off停產產品', 'safety_stock': 1, 'stock_qty': 0, 'supplier': ''}"
20004,Muc-Off 專業級消光蠟 250ml,Muc-Off 專業級消光蠟 250ml,Unknown,瓶,151,359,305,active,5037835200058,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 116, 'supplier': ''}"
2004BSKA,Snap-on 四件式電瓶保養工具組,Snap-on 四件式電瓶保養工具組,Unknown,套組,0,0,0,active,2004BSKA,"{'category': 'Snap-on 工具套組', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
20090,Muc-Off 零件清洗液,Muc-Off 零件清洗液,Unknown,件,0,0,0,active,,"{'category': 'Muc-Off其他', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20091,Muc-Off 零件清洗錠,Muc-Off 零件清洗錠,Unknown,件,0,0,0,active,,"{'category': 'Muc-Off其他', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20156,Muc-Off 高性能空濾保養油 1L,Muc-Off 高性能空濾保養油 1L,Unknown,瓶,339,899,764,active,5037835205640,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 39, 'supplier': ''}"
20157,Muc-Off 空濾清潔劑 5L專業級大容量,Muc-Off 空濾清潔劑 5L專業級大容量,Unknown,瓶,660,1699,1444,active,5037835205657,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 2, 'supplier': ''}"
20212EU,Muc-Off PRO級高壓洗車機套組,Muc-Off PRO級高壓洗車機套組,Unknown,件,4203,9999,8999,active,5037835206524,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 1, 'supplier': ''}"
20213,Muc-Off 空濾清潔劑 1L,Muc-Off 空濾清潔劑 1L,Unknown,瓶,189,459,390,active,5037835206692,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 93, 'supplier': ''}"
20228,Muc-Off 零件清洗機濾網,Muc-Off 零件清洗機濾網,Unknown,件,0,0,0,active,,"{'category': 'Muc-Off其他', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
202IP,"Snap-on 2件式 四分 萬向球型衝擊套件 (3/8 and 1/2"" )","Snap-on 2件式 四分 萬向球型衝擊套件 (3/8 and 1/2"" )",Unknown,個,0,6500,0,active,202IP,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20339,Muc-Off 頂級機車/自行車車靴清潔保養套組,Muc-Off 頂級機車/自行車車靴清潔保養套組,Unknown,套組,0,1199,0,active,5037835208498,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 97, 'supplier': ''}"
20356,Muc-Off HCB-1超長效極端氣候保護劑 400ml,Muc-Off HCB-1超長效極端氣候保護劑 400ml,Unknown,瓶,283,689,586,active,5037835208672,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 116, 'supplier': ''}"
204,Muc-Off 爪形多功能刷,Muc-Off 爪形多功能刷,Unknown,支,0,359,0,active,5037835204001,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 24, 'supplier': ''}"
20401,Muc-Off 安全帽造型桌上型展架,Muc-Off 安全帽造型桌上型展架,Unknown,件,1009,0,0,active,,"{'category': 'Muc-Off其他', 'safety_stock': 0, 'stock_qty': 9, 'supplier': ''}"
20403,Muc-Off 高壓速乾強效去污劑 750ml,Muc-Off 高壓速乾強效去污劑 750ml,Unknown,瓶,210,599,509,active,5037835209358,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 125, 'supplier': ''}"
20406,Muc-Off 深層清潔矽膠手套,Muc-Off 深層清潔矽膠手套,Unknown,個,0,299,0,active,5037835209402,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 115, 'supplier': ''}"
20411,Muc-Off 二合一超細纖維洗車手套,Muc-Off 二合一超細纖維洗車手套,Unknown,個,0,299,0,active,5037835209525,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 75, 'supplier': ''}"
20452,Muc-Off OFF-ROAD 全天候機車鏈條油 400ml,Muc-Off OFF-ROAD 全天候機車鏈條油 400ml,Unknown,瓶,207,499,424,active,5037835209914,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 141, 'supplier': ''}"
20467,Muc-Off 傳動系統清潔劑 500ml,Muc-Off 傳動系統清潔劑 500ml,Unknown,瓶,0,699,0,active,5037835210262,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 102, 'supplier': ''}"
2046720452,Muc-Off 傳動清潔劑、Off-Road鏈條油組合,Muc-Off 傳動清潔劑、Off-Road鏈條油組合,Unknown,件,0,950,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20467611,Muc-Off 傳動清潔劑、濕式鏈條油組合,Muc-Off 傳動清潔劑、濕式鏈條油組合,Unknown,件,0,900,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20467637,Muc-Off 傳動清潔劑、全天候鏈條油組合,Muc-Off 傳動清潔劑、全天候鏈條油組合,Unknown,件,0,900,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20467649,Muc-Off 傳動清潔劑、乾式鏈條油組合,Muc-Off 傳動清潔劑、乾式鏈條油組合,Unknown,件,0,900,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
2046793420452,Muc-Off 深層鏈條清潔保養套組(搭配Off-Road全天候鏈條油),Muc-Off 深層鏈條清潔保養套組(搭配Off-Road全天候鏈條油),Unknown,件,0,1439,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20467934611,Muc-Off 深層鏈條清潔保養套組(搭配濕式鏈條油),Muc-Off 深層鏈條清潔保養套組(搭配濕式鏈條油),Unknown,件,0,1399,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20467934637,Muc-Off 深層鏈條清潔保養套組(搭配全天候鏈條油),Muc-Off 深層鏈條清潔保養套組(搭配全天候鏈條油),Unknown,件,0,1399,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20467934649,Muc-Off 深層鏈條清潔保養套組(搭配乾式鏈條油),Muc-Off 深層鏈條清潔保養套組(搭配乾式鏈條油),Unknown,件,0,1399,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
204FXKLA,"Snap-on 4件式 3/8"" 三分 快拆鎖定式壓花延長桿組","Snap-on 4件式 3/8"" 三分 快拆鎖定式壓花延長桿組",Unknown,套組,8557,15100,0,active,204FXKLA,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
204IMXA,Snap-on 4件式 三分 衝擊延長桿 工業用,Snap-on 4件式 三分 衝擊延長桿 工業用,Unknown,套組,0,5545,0,active,204IMXA,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20506,Muc-Off 高效防水防污噴霧 250ml,Muc-Off 高效防水防污噴霧 250ml,Unknown,瓶,189,459,390,active,5037835210934,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 86, 'supplier': ''}"
20507,Muc-Off 除臭制菌噴霧 250ml,Muc-Off 除臭制菌噴霧 250ml,Unknown,瓶,0,429,0,active,5037835210941,"{'category': 'Muc-Off停產產品', 'safety_stock': 0, 'stock_qty': 21, 'supplier': ''}"
20546,Muc-Off 機車全方位清潔桶裝套組,Muc-Off 機車全方位清潔桶裝套組,Unknown,件,2828,6888,6199,active,5037835211450,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 14, 'supplier': ''}"
20561,Muc-Off 奈米科技機車清潔粉(4包裝),Muc-Off 奈米科技機車清潔粉(4包裝),Unknown,瓶,0,799,0,active,5037835211832,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 34, 'supplier': ''}"
206,Muc-Off 洗車刷五件組,Muc-Off 洗車刷五件組,Unknown,件,0,1299,0,active,5037835206005,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 54, 'supplier': ''}"
20609,Muc-Off 奈米科技機車清潔粉套組（鋁瓶噴罐＋4包清潔粉),Muc-Off 奈米科技機車清潔粉套組（鋁瓶噴罐＋4包清潔粉),Unknown,瓶,657,1899,1614,active,5037835212624,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 58, 'supplier': ''}"
20653,Muc-Off 洗車用排氣管塞,Muc-Off 洗車用排氣管塞,Unknown,個,0,599,0,active,5037835213065,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 142, 'supplier': ''}"
206AFXWP,"Snap-on 6件式 三分 延長接桿組 (1-1/2-11"")","Snap-on 6件式 三分 延長接桿組 (1-1/2-11"")",Unknown,套組,0,10795,8540,active,206AFXWP,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
206EAU,"Snap-on 6件式 3/8"" 套筒轉接頭/延長接桿組","Snap-on 6件式 3/8"" 套筒轉接頭/延長接桿組",Unknown,套組,0,0,0,active,206EAU,"{'category': 'Snap-on 工具套組', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
206EFABLM,Snap-on 6件式 三分 6角 長球型起子套筒 (4-10 mm),Snap-on 6件式 三分 6角 長球型起子套筒 (4-10 mm),Unknown,套組,0,10260,0,active,206EFABLM,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
206ESSPKPLG2,"Snap-on 6件式 3/8"" Essential #2 火星塞套筒套組","Snap-on 6件式 3/8"" Essential #2 火星塞套筒套組",Unknown,套組,0,15800,0,active,206ESSPKPLG2,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20725,Muc-Off 運動魔術頭巾－粉紅龐克,Muc-Off 運動魔術頭巾－粉紅龐克,Unknown,個,334,699,0,active,5037835213935,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 44, 'supplier': ''}"
20751,Muc-Off 運動魔術頭巾－綠色龐克,Muc-Off 運動魔術頭巾－綠色龐克,Unknown,個,334,699,0,active,5037835214192,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 30, 'supplier': ''}"
207EFAMY,Snap-on 7件式 三分 套筒套組 (4-10 mm),Snap-on 7件式 三分 套筒套組 (4-10 mm),Unknown,套組,0,8875,0,active,207EFAMY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
207EFTXY,"Snap-on 7件式 3/8"" 起子頭套筒組","Snap-on 7件式 3/8"" 起子頭套筒組",Unknown,套組,0,12100,0,active,207EFTXY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
207EFTXYSE,"Snap-on 7件式 3/8"" TORX® 星字短套筒套組","Snap-on 7件式 3/8"" TORX® 星字短套筒套組",Unknown,套組,5715,10250,0,active,207EFTXYSE,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 14, 'supplier': ''}"
207IPDFM,Snap-on 三分 12角 多角度衝擊短套筒組,Snap-on 三分 12角 多角度衝擊短套筒組,Unknown,套組,0,16700,0,active,207IPDFM,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
207RFLE,Snap-on 7件式 三分 薄型短套筒組 (E8-E18),Snap-on 7件式 三分 薄型短套筒組 (E8-E18),Unknown,套組,0,4800,0,active,207RFLE,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20802,Muc-Off 安全帽＆鏡片清潔束口袋組,Muc-Off 安全帽＆鏡片清潔束口袋組,Unknown,件,152,599,0,active,5037835214697,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 24, 'supplier': ''}"
20803,Muc-Off 安全帽清潔保養套組,Muc-Off 安全帽清潔保養套組,Unknown,件,0,1399,0,active,5037835214703,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 47, 'supplier': ''}"
20888,Muc-Off 金屬製工具箱,Muc-Off 金屬製工具箱,Unknown,個,0,0,0,active,5037835215816,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 2, 'supplier': ''}"
20897,Muc-Off 直立式展示架-1(新料號),Muc-Off 直立式展示架-1(新料號),Unknown,件,2643,0,0,active,,"{'category': 'Muc-Off其他', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
20898,Muc-Off 直立式展示架-2(新料號),Muc-Off 直立式展示架-2(新料號),Unknown,件,2643,0,0,active,,"{'category': 'Muc-Off其他', 'safety_stock': 0, 'stock_qty': 6, 'supplier': ''}"
208EFAY,"Snap-on 8件式 三分 SAE 六角起子套筒1/8-3/8""","Snap-on 8件式 三分 SAE 六角起子套筒1/8-3/8""",Unknown,套組,0,10100,0,active,208EFAY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
208EFTABMY,Snap-on 8件式 球型起子套筒 (3-10 mm),Snap-on 8件式 球型起子套筒 (3-10 mm),Unknown,套組,0,10750,0,active,208EFTABMY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
208EFTAMXSY,Snap-on 內六角短套筒組 (3-10 mm),Snap-on 內六角短套筒組 (3-10 mm),Unknown,套組,0,7465,0,active,208EFTAMXSY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
208EGFAY,"Snap-on 8pc 3/8"" 六角起子套筒組(1/8-3/8"")","Snap-on 8pc 3/8"" 六角起子套筒組(1/8-3/8"")",Unknown,套組,0,8850,0,active,208EGFAY,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
208EPIT,Snap-on 8件式 3分衝擊起子套組,Snap-on 8件式 3分衝擊起子套組,Unknown,件,9334,16335,0,active,208EPIT,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
208FRDH,Snap-on 8件式 三分 標準扭力轉接器,Snap-on 8件式 三分 標準扭力轉接器,Unknown,套組,0,11090,0,active,208FRDH,"{'category': 'Snap-on 扭力扳手', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
208FRDHM,"Snap-on 8件式 三分 12角 扭力延伸接頭組10-16, 18-19mm","Snap-on 8件式 三分 12角 扭力延伸接頭組10-16, 18-19mm",Unknown,套組,0,11090,0,active,208FRDHM,"{'category': 'Snap-on 工具套組', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20964,Muc-Off 陶瓷防護鍍膜套組,Muc-Off 陶瓷防護鍍膜套組,Unknown,套組,0,0,0,active,5037835217117,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 15, 'supplier': ''}"
20983,Muc-Off 蟲屍柏油去除劑 100ml,Muc-Off 蟲屍柏油去除劑 100ml,Unknown,瓶,148,299,0,active,5037835217292,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 146, 'supplier': ''}"
20985,Muc-Off 蟲屍柏油去除劑 250ml,Muc-Off 蟲屍柏油去除劑 250ml,Unknown,瓶,246,429,0,active,5037835217315,"{'category': 'Muc-Off', 'safety_stock': 1, 'stock_qty': 52, 'supplier': ''}"
209RFSM,Snap-on 9件式 三分 6角短套筒組 (8-18mm),Snap-on 9件式 三分 6角短套筒組 (8-18mm),Unknown,套組,0,8600,0,active,209RFSM,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
209TFES,Snap-on 9件式 SAE 花型短套筒組,Snap-on 9件式 SAE 花型短套筒組,Unknown,套組,0,34500,0,active,209TFES,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
20PF,20PF 公內牙快速接頭 風管公頭,20PF 公內牙快速接頭 風管公頭,Unknown,個,0,50,0,active,,"{'category': '其他品牌工具', 'safety_stock': 0, 'stock_qty': 9, 'supplier': ''}"
20SM,20SM 母外牙快速接頭 風管母頭,20SM 母外牙快速接頭 風管母頭,Unknown,個,0,50,0,active,,"{'category': '其他品牌工具', 'safety_stock': 0, 'stock_qty': 9, 'supplier': ''}"
21008,Muc-Off 就是Muc-Off T恤 M號,Muc-Off 就是Muc-Off T恤 M號,Unknown,件,0,1580,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 14, 'supplier': ''}"
21009,Muc-Off 就是Muc-Off T恤 L號,Muc-Off 就是Muc-Off T恤 L號,Unknown,件,0,1580,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 20, 'supplier': ''}"
21010,Muc-Off 就是Muc-Off T恤 XL號,Muc-Off 就是Muc-Off T恤 XL號,Unknown,件,0,1580,0,active,,"{'category': 'Muc-Off', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
2101GC-125IP,BAHCO ERGO 斜口鉗,BAHCO ERGO 斜口鉗,Unknown,支,560,1400,0,active,,"{'category': 'BAHCO 鉗子系列', 'safety_stock': 1, 'stock_qty': 0, 'supplier': ''}"
210AFLEY,Snap-on 10 件組驅動 TORX® 短套筒組 (E4-E18),Snap-on 10 件組驅動 TORX® 短套筒組 (E4-E18),Unknown,套組,0,0,0,active,210AFLEY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
210EFTAMY,Snap-on 10件式 公制6角鑽頭套組 (2-10mm),Snap-on 10件式 公制6角鑽頭套組 (2-10mm),Unknown,套組,6611,11700,0,active,210EFTAMY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
210EFTXRY,Snap-on 10件式 三分 中空星型套組 (T8-T50),Snap-on 10件式 三分 中空星型套組 (T8-T50),Unknown,套組,0,16510,0,active,210EFTXRY,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
210FRHMA,"Snap-on 10件式 三分 3/8"" 六角 油管鴨掌扳手組","Snap-on 10件式 三分 3/8"" 六角 油管鴨掌扳手組",Unknown,套組,0,11985,0,active,210FRHMA,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
210FRXM,"Snap-on 10件式 3/8"" 6角 油管套筒組(10-19 mm)","Snap-on 10件式 3/8"" 6角 油管套筒組(10-19 mm)",Unknown,套組,0,31500,0,active,210FRXM,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
210RAFMA,"Snap-on 10件式 3/8"" 12角薄型套筒/棘輪扳手套組(8 - 18","Snap-on 10件式 3/8"" 12角薄型套筒/棘輪扳手套組(8 - 18",Unknown,套組,0,14200,0,active,210RAFMA,"{'category': 'Snap-on 套筒系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
